Tie,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Tie
Tie,Banker
Banker,Player
Player,Player
Player,Player
Banker,Player
Player,Player
Player,Tie
Tie,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Player
Banker,Player
Player,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Tie
Tie,Banker
Banker,Player
Player,Player
Player,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Tie
Tie,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Player
Player,Player
Player,Player
Player,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Player
Player,Banker
Banker,Tie
Tie,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Player
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Player
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Player
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Player
Player,Banker
Banker,Player
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Player
Player,Banker
Player,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Banker
Player,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Player,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Player,Player
Player,Banker
Player,Player
Player,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Tie
Tie,Banker
Banker,Player
Player,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Tie
Tie,Player
Player,Banker
Banker,Tie
Tie,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Tie
Tie,Player
Player,Banker
Banker,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Player,Player
Player,Player
Player,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Player
Player,Banker
Banker,Player
Tie,Banker
Banker,Banker
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Tie,Player
Banker,Banker
Tie,Tie
Player,Player
Player,Player
Tie,Banker
Banker,Player
Banker,Player
Player,Banker
Player,Banker
Banker,Player
Player,Banker
Player,Banker
Player,Player
Banker,Player
Banker,Player
Banker,Player
Player,Player
Banker,Banker
Banker,Banker
Player,Banker
Player,Banker
Tie,Tie
Tie,Player
Player,Banker
Banker,Player
Player,Player
Player,Player
Banker,Player
Player,Banker
Banker,Player
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Banker,Banker
Tie,Player
Player,Player
Banker,Banker
Banker,Banker
Player,Player
Banker,Player
Player,Tie
Banker,Banker
Banker,Player
Tie,Banker
Player,Player
Player,Player
Banker,Tie
Tie,Player
Banker,Player
Banker,Banker
Banker,Player
Player,Player
Player,Player
Banker,Banker
Player,Player
Banker,Player
Banker,Player
Tie,Player
Banker,Banker
Player,Banker
Tie,Player
Banker,Player
Tie,Player
Tie,Player
Player,Player
Banker,Player
Player,Player
Player,Banker
Player,Player
Player,Tie
Player,Banker
Tie,Player
Player,Player
Player,Banker
Banker,Banker
Tie,Player
Banker,Player
Banker,Tie
Banker,Banker
Player,Player
Tie,Banker
Player,Banker
Banker,Player
Banker,Player
Banker,Banker
Banker,Player
Player,Player
Banker,Banker
Player,Banker
Player,Tie
Player,Banker
Banker,Player
Banker,Banker
Player,Player
Banker,Banker
Banker,Banker
Player,Banker
Player,Player
Tie,Banker
Banker,Player
Player,Player
Banker,Player
Player,Player
Player,Banker
Banker,Player
Tie,Player
Tie,Banker
Banker,Player
Tie,Banker
Banker,Player
Banker,Banker
Player,Banker
Player,Banker
Tie,Banker
Player,Banker
Player,Tie
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Banker,Banker
Player,Player
Banker,Tie
Player,Banker
Player,Tie
Banker,Tie
Banker,Banker
Player,Banker
Player,Banker
Banker,Player
Player,Banker
Tie,Tie
Banker,Banker
Player,Player
Banker,Banker
Player,Tie
Banker,Banker
Player,Player
Player,Player
Player,Player
Player,Banker
Banker,Player
Banker,Banker
Tie,Player
Banker,Player
Banker,Banker
Banker,Player
Banker,Banker
Banker,Banker
Player,Banker
Banker,Player
Banker,Player
Banker,Banker
Banker,Player
Banker,Player
Banker,Player
Player,Banker
Player,Banker
Player,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Player,Player
Banker,Player
Banker,Player
Player,Banker
Player,Player
Banker,Tie
Player,Player
Banker,Banker
Player,Tie
Player,Player
Player,Banker
Banker,Player
Player,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Player,Player
Player,Banker
Player,Player
Banker,Banker
Banker,Banker
Player,Player
Tie,Player
Player,Banker
Banker,Banker
Player,Tie
Banker,Banker
Banker,Player
Player,Banker
Player,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Player
Banker,Banker
Player,Player
Banker,Banker
Banker,Player
Banker,Player
Banker,Banker
Banker,Banker
Player,Banker
Banker,Tie
Player,Banker
Tie,Tie
Banker,Player
Player,Player
Banker,Player
Banker,Player
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Player
Banker,Player
Banker,Player
Banker,Player
Banker,Banker
Banker,Banker
Player,Player
Banker,Player
Player,Player
Player,Player
Banker,Player
Banker,Banker
Banker,Player
Banker,Banker
Player,Player
Player,Banker
Player,Banker
Banker,Banker
Player,Player
Tie,Tie
Banker,Tie
Banker,Player
Player,Banker
Tie,Player
Banker,Player
Banker,Banker
Player,Banker
Banker,Banker
Player,Player
Player,Banker
Tie,Banker
Player,Player
Player,Player
Banker,Player
Banker,Player
Banker,Tie
Banker,Banker
Tie,Banker
Banker,Banker
Player,Player
Banker,Banker
Player,Player
Player,Banker
Tie,Tie
Tie,Player
Banker,Banker
Player,Banker
Player,Banker
Banker,Banker
Banker,Banker
Player,Banker
Player,Banker
Player,Banker
Banker,Player
Player,Banker
Player,Banker
Banker,Player
Banker,Player
Player,Banker
Player,Banker
Banker,Player
Player,Banker
Tie,Player
Tie,Player
Banker,Banker
Tie,Player
Banker,Banker
Player,Player
Banker,Banker
Banker,Player
Banker,Player
Player,Player
Player,Banker
Banker,Tie
Player,Player
Banker,Tie
Player,Banker
Banker,Player
Banker,Player
Player,Banker
Banker,Banker
Banker,Banker
Player,Player
Banker,Banker
Banker,Banker
Player,Banker
Player,Banker
Player,Tie
Banker,Banker
Player,Banker
Banker,Banker
Banker,Banker
Player,Player
Player,Player
Tie,Banker
Banker,Tie
Banker,Banker
Banker,Player
Banker,Player
Player,Player
Player,Player
Player,Player
Player,Banker
Banker,Player
Player,Player
Banker,Tie
Player,Player
Player,Banker
Player,Banker
Banker,Player
Player,Player
Player,Tie
Tie,Banker
Player,Player
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Tie,Banker
Player,Player
Player,Tie
Banker,Banker
Banker,Player
Player,Banker
Player,Banker
Banker,Banker
Player,Banker
Banker,Player
Player,Tie
Player,Player
Player,Player
Player,Player
Banker,Banker
Player,Tie
Banker,Player
Player,Banker
Tie,Player
Player,Banker
Banker,Player
Player,Player
Tie,Player
Player,Player
Player,Banker
Player,Banker
Player,Tie
Banker,Player
Player,Banker
Player,Player
Banker,Banker
Player,Banker
Banker,Player
Banker,Tie
Banker,Banker
Banker,Banker
Banker,Player
Banker,Banker
Tie,Banker
Player,Player
Banker,Player
Banker,Player
Tie,Banker
Banker,Player
Player,Player
Banker,Banker
Player,Banker
Tie,Player
Player,Banker
Banker,Player
Tie,Player
Banker,Player
Player,Banker
Player,Player
Player,Player
Player,Banker
Player,Player
Player,Player
Player,Banker
Player,Banker
Banker,Player
Banker,Banker
Banker,Banker
Player,Player
Player,Player
Banker,Player
Banker,Banker
Player,Banker
Player,Banker
Player,Banker
Player,Banker
Player,Banker
Banker,Banker
Banker,Player
Banker,Banker
Player,Banker
Player,Player
Banker,Banker
Player,Tie
Banker,Banker
Player,Player
Banker,Player
Player,Banker
Player,Player
Banker,Player
Player,Banker
Tie,Banker
Banker,Player
Tie,Banker
Player,Player
Banker,Player
Banker,Player
Banker,Banker
Player,Player
Banker,Player
Player,Banker
Banker,Banker
Tie,Player
Player,Player
Player,Banker
Player,Player
Banker,Player
Player,Player
Player,Player
Player,Banker
Player,Player
Banker,Banker
Tie,Banker
Banker,Player
Banker,Player
Player,Player
Player,Player
Tie,Banker
Tie,Tie
Player,Player
Banker,Banker
Banker,Banker
Banker,Banker
Tie,Banker
Player,Player
Banker,Player
Player,Banker
Banker,Banker
Player,Banker
Player,Banker
Tie,Player
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Player
Player,Banker
Tie,Banker
Banker,Player
Player,Player
Banker,Banker
Player,Player
Banker,Banker
Player,Banker
Player,Banker
Player,Player
Banker,Banker
Banker,Player
Banker,Banker
Banker,Banker
Player,Banker
Player,Player
Player,Tie
Banker,Player
Banker,Player
Player,Banker
Player,Banker
Player,Player
Banker,Banker
Player,Banker
Tie,Tie
Player,Player
Player,Banker
Banker,Banker
Player,Banker
Banker,Tie
Banker,Banker
Banker,Banker
Banker,Banker
Player,Player
Player,Player
Player,Banker
Player,Tie
Player,Banker
Banker,Banker
Player,Player
Player,Player
Banker,Player
Player,Player
Player,Tie
Banker,Banker
Player,Banker
Banker,Tie
Banker,Player
Banker,Player
Tie,Player
Banker,Player
Tie,Player
Banker,Player
Player,Banker
Player,Player
Tie,Banker
Player,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Tie
Player,Player
Player,Banker
Banker,Banker
Player,Player
Player,Player
Banker,Banker
Banker,Player
Player,Tie
Player,Banker
Player,Player
Player,Player
Player,Banker
Banker,Banker
Player,Tie
Player,Banker
Banker,Banker
Banker,Tie
Player,Player
Player,Banker
Player,Tie
Banker,Banker
Player,Player
Banker,Banker
Banker,Player
Banker,Banker
Player,Player
Banker,Player
Banker,Banker
Player,Player
Banker,Banker
Player,Player
Player,Player
Player,Player
Player,Player
Banker,Banker
Player,Player
Banker,Banker
Player,Banker
Banker,Player
Tie,Player
Player,Banker
Player,Banker
Banker,Tie
Banker,Banker
Player,Banker
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Player,Player
Player,Player
Banker,Tie
Banker,Banker
Player,Player
Tie,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Banker,Player
Player,Banker
Banker,Player
Tie,Banker
Player,Banker
Tie,Player
Player,Banker
Tie,Tie
Player,Banker
Player,Banker
Banker,Banker
Banker,Banker
Player,Player
Player,Tie
Banker,Banker
Player,Player
Banker,Player
Banker,Tie
Player,Banker
Banker,Banker
Banker,Player
Banker,Banker
Banker,Tie
Player,Banker
Player,Player
Banker,Player
Banker,Banker
Player,Banker
Tie,Player
Player,Player
Banker,Banker
Player,Banker
Banker,Tie
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Player,Banker
Banker,Banker
